,cost,name,damage,text,id
2055,"['W', 'L']",Draconic Whip,40,,68af83b8c4f780b5153e6d98
2056,"['R', 'R', 'R']","Blazing Flight
Discard 2 R Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Benched Pokemon.",Don'r apply Weakness or Resistance for Benched Pokemon.,,68af83bcc4f780b5153e6e73
2057,"['L', 'L', 'L']",Multishot Lightning,120,This attack also does 90 damage to 1 of your opponent's Benched Pokemon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokemon.),68af83bfc4f780b5153e6f69
2058,"['W', 'W', 'W']",Blizzard,110,This attack also does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),68af83b6c4f780b5153e6d26
2059,['3'],Thudding Press,130,This Pokemon also does 30 damage to itself.,68af83bec4f780b5153e6f12
2060,['1'],Glide,30,,68af83b6c4f780b5153e6d08
2061,['2'],Devolution Ray,100,"If your opponent's Active Pokemon is an evolved Pokemon, devolve it by putting the highest Stage Evolution card on it into your opponent's hand.",68af83b6c4f780b5153e6d08
2062,"['2', 'F']",Draining Blade,100,Heal 30 damage from this Pokemon.,68af83bac4f780b5153e6e1f
2063,"['1', 'F']",Double Scratch,70x,Flip 2 coins. This attack does 70 damage for each heads.,68af83bac4f780b5153e6e1c
2064,"['W', 'W']",Aqua Split,90,This attack also does 30 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),68af83bcc4f780b5153e6ea3
2065,"['W', 'W']",Tentacular Return,50,Put an Energy attached to your opponent's Active Pokemon into their hand.,68af83bcc4f780b5153e6e9d
2066,['1'],"Conversion 4
Choose, G, R, W, L, P, F, D, M, or D type. Until the Defending Pokemon leaves the Active spot, its weakness is now that type.",The amount of Weakness doesn't change.,,68af83bdc4f780b5153e6ed3
2067,['R'],Destructive Flame,30,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",68af83b9c4f780b5153e6dc5
2068,"['2', 'R']",Fighting Blaze,90+,"If your opponent's Active Pokemon is a Pokemon EX or Pokemon V, this attack does 90 more damage.",68af83b9c4f780b5153e6dc5
2069,['L'],"Linear Attack
This attack does 30 damage to 1 of your opponent's Pokemon.",Don't apply Weakness and Resistance for Benched Pokemon.,,68af83bac4f780b5153e6e13
2070,"['2', 'L']",Fighting Lightning,90+,"If your opponent's Active Pokemon is a Pokemon EX or Pokemon V, this attack does 90 more damage.",68af83bac4f780b5153e6e13
2071,['W'],Spiral Drain,30,Heal 30 damage from this Pokemon.,68af83bec4f780b5153e6f36
2072,"['2', 'W']",Fighting Whirlpool,90+,"If your opponent's Active Pokemon is a Pokemon EX or Pokemon V, this attack does 90 more damage.",68af83bec4f780b5153e6f36
2073,['1'],Skip,10,,68af83b9c4f780b5153e6da1
2074,['1'],Splup,10,,68af83b8c4f780b5153e6d86
2075,"['2', 'W']",Aqua Edge,90,,68af83bbc4f780b5153e6e37
2076,"['3', 'W']",Hyper Beam,200,Discard an Energy from your opponent's Active Pokemon.,68af83bac4f780b5153e6df8
2077,['2'],Rage,30+,This attack does 10 more damage for each damage counter on this Pokemon.,68af83bec4f780b5153e6f2d
2078,"['1', 'G']",Vise Grip,30,,68af83bdc4f780b5153e6ec1
2079,"['1', 'G', 'G']",Reckless Throw,90+,"If you have more Prize cards remaining than your opponent, this attack does 90 more damage.",68af83bdc4f780b5153e6ec1
2080,['R'],Live Coal,10,,68af83bbc4f780b5153e6e4f
2081,"['1', 'R', 'R']",Flare Combo,80+,"If Electabuzz is on your Bench, this attack does 80 more damage.",68af83bbc4f780b5153e6e4f
2082,['L'],Electro Combo,10+,"If Magmar is on your Bench, this attack does 40 more damage.",68af83b9c4f780b5153e6da7
2083,"['1', 'L']",Light Punch,30,,68af83b9c4f780b5153e6da7
2084,"['W', 'W', 'W']",Icy Wind,120,Your opponent's Active Pokemon is now Asleep.,68af83bac4f780b5153e6e16
2085,['G'],Helpful Slash,20,Attach a Basic G Energy card from your discard pile to 1 of your Benched Pokemon.,68af83bdc4f780b5153e6efd
2086,"['2', 'G']",Slicing Blade,70,,68af83bdc4f780b5153e6efd
2087,"['1', 'W']",Speed Attack,50,,68af83bec4f780b5153e6f1e
2088,"['1', 'W']",Swift,30,"This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokemon.",68af83bec4f780b5153e6f21
2089,['W'],Swim Freely,10,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",68af83bdc4f780b5153e6f03
2090,['3'],Aqua Horn,60+,This attack does 30 more damage for each W Energy attached to this Pokemon.,68af83bdc4f780b5153e6f03
2091,['W'],Triple Strike,10x,Flip 3 coins. This attack does 10 damage for each heads.,68af83b9c4f780b5153e6de0
2092,['2'],Sprinkle Water,20,,68af83b9c4f780b5153e6de0
2093,"['2', 'W']",Blinding Ink,50,"During your opponent's next thurn, if the Defending Pokémon tries to use an attack, your opponent flips 2 coins. If either of them is tails, that attack doesn't happen.",68af83bdc4f780b5153e6f00
2094,['W'],Rain Splash,10,,68af83bac4f780b5153e6e04
2095,"['2', 'W', 'W']",Sharp Fin,40,,68af83bac4f780b5153e6e04
2096,['3'],Incessant Punching,100x,Flip 4 coins. This attack does 100 damage for each heads.,68af83bbc4f780b5153e6e28
2097,['G'],Tactful Tangling,10+,"If you played Erika's Invitation from your hand during this turn, this attack does 60 more damage.",68af83bec4f780b5153e6f27
2098,['3'],Gentle Slap,70,,68af83b7c4f780b5153e6d53
2099,"['1', 'F']",Wrack Down,30,,68af83bdc4f780b5153e6eee
2100,"['1', 'F', 'F']",Charismatic Drill,40+,"If you played Giovanni's Charisma from your hand during this turn, this attack does 140 more damage.",68af83bdc4f780b5153e6eee
2101,"['1', 'F']",Push Down,20,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),68af83bdc4f780b5153e6ef1
2102,"['1', 'F', 'F']",Boulder Crush,70,,68af83bdc4f780b5153e6ef1
2103,['2'],Spinning Fumes,50,This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),68af83bfc4f780b5153e6f60
2104,['2'],Suspicious Gas,20,Your opponent's Active Pokémon is now Confused.,68af83bbc4f780b5153e6e31
2105,['3'],Tongue-Tied,70,"During your opponent's next turn, the Defending Pokemon can't attack.",68af83bbc4f780b5153e6e3d
2106,"['F', 'F']",Excited Punch,60,"During your next turn, this Pokemon's Excited Punch attack does 60 more damage (before applying Weakness and Resistance).",68af83bac4f780b5153e6dfe
2107,['F'],"Twister Kick
This Attack does 10 damage to each of your opponent's Pokemon.",Don't apply Weakness and Resistance for Benched Pokemon.,Switch this Pokemon with 1 of your Benched Pokemon.,68af83bac4f780b5153e6e01
2108,"['F', 'F', 'F']",Low Kick,100,,68af83bac4f780b5153e6e01
2109,['F'],Bone Throw,30,This attack also does 30 damage to 1 of your opponent's Benched Pokemon (Don't apply Weakness and Resistance for Benched Pokemon.),68af83bbc4f780b5153e6e5b
2110,"['1', 'F']",Boundless Power,120,"During your next turn, this Pokemon can't attack.",68af83bbc4f780b5153e6e5b
2111,['F'],Hit Twice,10x,Flip 2 coins. This attack does 10 damage for each heads.,68af83b8c4f780b5153e6d74
2112,['2'],Psychic,30+,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.,68af83b9c4f780b5153e6dbc
2113,"['1', 'G', 'G']",Hammer In,130,,68af83b9c4f780b5153e6dbc
2114,['2'],Ball Roll,30x,Flip a coin until you get tails. THis attack does 30 damage for each heads.,68af83b9c4f780b5153e6db9
2115,['L'],Bang Boom Chain,20+,"Before doing damage, you may discard any number of Pokémon Tools from your Pokémon. This attack does 40 more damage for each card you discarded in this way.",68af83b9c4f780b5153e6daa
2116,"['1', 'L']",Electro Ball,70,,68af83b9c4f780b5153e6daa
2117,['L'],Tumbling Attack,10+,"Flip a coin. If heads, this attack does 20 more damage.",68af83bec4f780b5153e6f4e
2118,"['W', 'W', 'W']",Hammer Arm,90,Discard the top card of your opponent's deck.,68af83bbc4f780b5153e6e2e
2119,"['W', 'W', 'W', 'W']",Guillotine,220,,68af83bbc4f780b5153e6e2e
2120,"['W', 'W', 'W']",Crabhammer,50,,68af83bbc4f780b5153e6e34
2121,"['1', 'P']",Zen Headbutt,30,,68af83b8c4f780b5153e6d9b
2122,['2'],Thumpalanche,80x,Discard the top 5 cards of your deck. This attack does 80 damage for each Pokémon with a Retreat Cost of exactly 4 that you discarded in this way.,68af83bcc4f780b5153e6ea6
2123,"['2', 'F', 'F']",Heavy Impact,100,,68af83bcc4f780b5153e6ea6
2124,['P'],Poltergeist,50x,Your opponent reveals their hand. This attack does 50 damage for each Trainer card you find there.,68af83b9c4f780b5153e6dcb
2125,"['1', 'P']",Hollow Dive,110,Put 3 damage counters on your opponent's Benched Pokémon in any way you like.,68af83b9c4f780b5153e6dcb
2126,"['1', 'P']",Mumble,30,,68af83bac4f780b5153e6dfb
2127,['P'],Suffocating Gas,20,,68af83b9c4f780b5153e6dc8
2128,"['W', 'W']",Protect Charge,80,"During your opponent's next turn, this Pokémon takes 80 less damage from attacks (after applying Weakness and Resistance).",68af83b8c4f780b5153e6d71
2129,"['W', 'W']",Shell Press,30,"During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",68af83bdc4f780b5153e6f09
2130,['D'],Sticky Jail,30,"During your opponent's next turn, attacks used by the Defending Pokémon cost [1] more, and its Retreat Cost is [1] more.",68af83bcc4f780b5153e6e7c
2131,"['1', 'D', 'D', 'D']",Sludge Bomb,180,,68af83bcc4f780b5153e6e7c
2132,['D'],Gummy Press,10,"During your opponent's next turn, the Defending Pokémon's Retreat Cost is [1] more.",68af83bac4f780b5153e6df2
2133,"['1', 'W']","Dual Splash
This attack does 50 damage to 2 of your opponent's Pokémon.",Don't apply Weakness and Resistance for Benched Pokémon.,,68af83b8c4f780b5153e6d80
2134,"['2', 'W']",Aurora Beam,100,,68af83b8c4f780b5153e6d80
2135,['W'],Chilly,20,,68af83bdc4f780b5153e6f06
2136,['1'],Ballistic Beak,10+,This attack does 30 more damage for each damage counter on this Pokémon.,68af83b8c4f780b5153e6d89
2137,['1'],Reckless Charge,30,This Pokémon also does 10 damage to itself.,68af83b8c4f780b5153e6d8c
2138,['1'],Leek Clobber,30,,68af83b9c4f780b5153e6dbf
2139,"['2', 'L']",Head Bolt,60,,68af83bbc4f780b5153e6e55
2140,['L'],Tiny Charge,10,,68af83bbc4f780b5153e6e52
2141,"['1', 'L']",Big Explosion,60,This Pokemon also does 60 damage to itself.,68af83bbc4f780b5153e6e52
2142,"['2', 'P']",Laid-Back Tackle,160,"If this Pokemon evolved during this turn, this attack does nothing.",68af83bec4f780b5153e6f0c
2143,['2'],Headbutt,20,,68af83bec4f780b5153e6f0f
2144,"['2', 'R']",Mach Turn,90,Switch this Pokemon with 1 of your Benched Pokemon.,68af83bdc4f780b5153e6ee5
2145,"['2', 'R']",Flop,30,,68af83bdc4f780b5153e6ed0
2146,['F'],Dynamic Roll,50,"During your next turn, attacks used by this Pokemon do 120 more damage to your opponent's Active Pokemon(before applying Weakness and Resistance).",68af83b9c4f780b5153e6de6
2147,"['2', 'F']",Rock Blaster,180,This attack's damage isn't affected by Resistance.,68af83b9c4f780b5153e6de6
2148,['F'],Rock Cannon,40x,Flip a coin until you get rails. This attack does 40 damage for each heads.,68af83bac4f780b5153e6def
2149,"['2', 'F']",Heavy Impact,60,,68af83bac4f780b5153e6def
2150,['F'],"Stiffen
During your opponent's next turn, this Pokemon takes 30 less damage from attacks",after applying Weakness and Resistance,.,68af83b9c4f780b5153e6dce
2151,"['1', 'F']",Knuckle Punch,20,,68af83b9c4f780b5153e6dce
2152,['2'],Poisonous Whip,30,Your opponent's Active Pokemon is now Poisoned.,68af83bec4f780b5153e6f33
2153,"['2', 'W']",Tentacular Panic,90x,"Flip a coin until you get tails. This attack does 90 damage for each heads. If the first flip is tails, your opponent's Active Pokemon is now Confused.",68af83bec4f780b5153e6f33
2154,['W'],Tingle,10,,68af83bec4f780b5153e6f30
2155,['2'],Watering,20,,68af83bec4f780b5153e6f30
2156,['G'],Spit Up,50,,68af83bec4f780b5153e6f48
2157,"['1', 'G']",Slow-Acting Acid,120,"At the end of your opponent's next turn, put 12 damage counters on the Defending Pokemon.",68af83bec4f780b5153e6f48
2158,['G'],Cut,30,,68af83bfc4f780b5153e6f5d
2159,"['1', 'G']",Spray Fluid,50,,68af83bfc4f780b5153e6f5d
2160,['G'],Cut,10,,68af83b7c4f780b5153e6d2f
2161,"['1', 'G']",Bind Down,20,"During your opponent's next turn, the Defending Pokemon can't retreat.",68af83b7c4f780b5153e6d2f
2162,"['F', 'F']",Mountain Chopping,100,Discard the top 2 cards of your opponent's deck.,68af83bbc4f780b5153e6e40
2163,"['F', 'F']",Mountain Ramming,50,Discard the top card of your opponent's deck.,68af83bbc4f780b5153e6e43
2164,"['F', 'F']",Punch,30,,68af83bbc4f780b5153e6e49
2165,['2'],Mind Jack,90+,This attack does 30 more damage for each of your opponent's Benched Pokemon.,68af83b6c4f780b5153e6d0b
2166,"['P', 'P']",Dimensional Hand,120,This attack can be used if this Pokemon is on the Bench.,68af83b6c4f780b5153e6d0b
2167,['P'],Teleportation Attack,30,Switch this Pokemon with 1 of your Benched Pokemon,68af83bac4f780b5153e6e22
2168,['P'],Psyshot,20,,68af83b6c4f780b5153e6d05
2169,['W'],Bubble Beam,50,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",68af83bdc4f780b5153e6ecd
2170,"['2', 'W']",Heroic Punch,100+,"Flip a coin. If heads, this attack does 150 more damage.",68af83bdc4f780b5153e6ecd
2171,['W'],Wave Splash,20,,68af83bdc4f780b5153e6ec7
2172,"['1', 'W']",Frog Hop,30+,"Flip a coin. If heads, this attack does 60 more damage.",68af83bdc4f780b5153e6ec7
2173,['W'],Bubble,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",68af83bdc4f780b5153e6ec4
2174,['R'],Torrid Torrent,30,Attach up to 2 Basic R Energy cards from your discard pile to this Pokemon.,68af83b6c4f780b5153e6d23
2175,"['2', 'R', 'R']",Dynamite Fang,240,Discard 2 R Energy from this Pokemon.,68af83b6c4f780b5153e6d23
2176,['R'],Vaporize,10,Discard a W Energy from your opponent's Active Pokemon.,68af83bac4f780b5153e6df5
2177,['F'],Rant and Rave,40,This Pokemon is now Confused.,68af83bdc4f780b5153e6ed6
2178,"['2', 'F']",Raging Smash,150,"If this Pokemon isn't Confused, this attack does nothing.",68af83bdc4f780b5153e6ed6
2179,['F'],Thrash,20+,"Flip a coin. If tails, this Pokemon also does 20 damage to itself. If Heads, this attack does 20 more damage.",68af83bbc4f780b5153e6e58
2180,"['1', 'W', 'W']",Super Splash,120,,68af83b9c4f780b5153e6de3
2181,['W'],Water Gun,10,,68af83bdc4f780b5153e6edc
2182,['3'],Slash,70,,68af83bcc4f780b5153e6eaf
2183,['2'],Dig Claws,20,,68af83bbc4f780b5153e6e5e
2184,['F'],Headbutt Bounce,40,,68af83b8c4f780b5153e6d9e
2185,"['F', 'F']",Mud Bomb,80,,68af83b8c4f780b5153e6d9e
2186,['F'],Headbutt Bounce,10,,68af83b8c4f780b5153e6d83
2187,"['F', 'F']",Mud-Slap,30,,68af83b8c4f780b5153e6d83
2188,['G'],Perplexing Powder,30,"Your opponent's Active Pokemon is now Confused. During your opponent's next turn, they can't play any Item cards from their hand.",68af83bec4f780b5153e6f39
2189,"['2', 'G']",Speed Wing,90,,68af83bec4f780b5153e6f39
2190,['1'],Gnaw,10,,68af83bec4f780b5153e6f3c
2191,"['2', 'G']",Beam,40,,68af83bec4f780b5153e6f3c
2192,['2'],Claw Slash,50,,68af83bcc4f780b5153e6eac
2193,['G'],Stampede,10,,68af83bcc4f780b5153e6ea9
2194,"['1', 'G']",Spore Ball,20,Your opponent's Active Pokemon is now Asleep.,68af83bcc4f780b5153e6ea9
2195,"['2', 'G']",Solar Beam,90,,68af83bec4f780b5153e6f4b
2196,['2'],Drool,30,,68af83b9c4f780b5153e6dda
2197,['2'],Razor Leaf,20,,68af83bcc4f780b5153e6e9a
2198,['1'],"Skill Dive
This attack does 40 damage to 1 of your opponent's Pokemon.",Don't apply Weakness and Resistance for Benched Pokemon,,68af83b9c4f780b5153e6ddd
2199,['1'],Bite,10,,68af83bfc4f780b5153e6f72
2200,['3'],Friend Tackle,90+,"If you played a Supporter card from your hand during this turn, this attack does 90 more damage.",68af83bfc4f780b5153e6f63
2201,['2'],Stompy Stomp,20x,Flip 2 coins. This attack does 20 damage for each heads.,68af83bac4f780b5153e6e10
2202,['F'],Heat Wave,30,Your opponent's Active Pokemon is Burned.,68af83bcc4f780b5153e6e94
2203,"['1', 'F']",Mirrored Flames,80+,"If you have the same number of cards in your hand as your opponent, this attack does 140 more damage.",68af83bcc4f780b5153e6e94
2204,"['1', 'F']",Super Singe,20,"Flip a coin. If heads, your opponent's Active Pokemon is now Burned.",68af83bec4f780b5153e6f51
2205,"['P', 'P', 'P']",More Moon,50,"If your opponent's Pokemon is Knocked Out by damage from this attack, take 1 more Prize card.",68af83b8c4f780b5153e6d6b
2206,"['1', 'P']",Smack,20,,68af83b8c4f780b5153e6d6e
2207,"['2', 'D', 'D']",Venomous Impact,190,Your opponent's Active Pokemon is now Poisoned.,68af83bcc4f780b5153e6e7f
2208,['D'],Sharp Fang,30,,68af83bcc4f780b5153e6e91
2209,"['1', 'D', 'D']",Superpowered Horns,100,,68af83bcc4f780b5153e6e91
2210,['D'],Horn Attack,20,,68af83bcc4f780b5153e6e8b
2211,"['1', 'D']",Queen Press,90,"During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.",68af83bcc4f780b5153e6e85
2212,"['1', 'D', 'D']",Lunge Out,160,,68af83bcc4f780b5153e6e85
2213,"['1', 'D']",Sharp Fang,50,,68af83bcc4f780b5153e6e8e
2214,"['1', 'D']",Poison Horn,20,,68af83bcc4f780b5153e6e88
2215,['F'],Rumble,30,"During your opponent's next turn, the Defending Pokemon can't retreat.",68af83bdc4f780b5153e6efa
2216,"['2', 'F']",Spike Rend,80+,"If your opponent's Active Pokemon already has any damage counters on it, this attack does 100 more damage.",68af83bdc4f780b5153e6efa
2217,['2'],Scratch,30,,68af83bdc4f780b5153e6ef7
2218,"['1', 'L', 'L']",Thunder,180,This Pokemon also does 50 damage to itself,68af83bdc4f780b5153e6ee2
2219,"['1', 'L', 'L']",Pike Punch,50,,68af83bcc4f780b5153e6ebb
2220,"['D', 'D']",Bind Down,70,"During your opponent's next turn, the Defending Pokemon can't retreat.",68af83b6c4f780b5153e6d1d
2221,"['D', 'D', 'D']",Menacing Fangs,150,Your opponent discards 2 cards from their hand.,68af83b6c4f780b5153e6d1d
2222,"['D', 'D']",Acid Spray,30,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",68af83b9c4f780b5153e6da4
2223,['1'],Speed Dive,50,,68af83b9c4f780b5153e6dc2
2224,['1'],Speed Dive,10,,68af83bec4f780b5153e6f15
2225,['2'],Second Bite,30+,This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.,68af83bdc4f780b5153e6ee8
2226,['2'],Gnaw the Wound,20+,This attack does 10 more damage for each damage counter on your opponent's Active Pokemon,68af83bdc4f780b5153e6eeb
2227,['1'],Flap,40,,68af83bcc4f780b5153e6eb2
2228,['3'],Fly,150,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",68af83bcc4f780b5153e6eb2
2229,['1'],Flap,20,,68af83bcc4f780b5153e6eb5
2230,['2'],Tackle,20,,68af83bcc4f780b5153e6eb8
2231,['2'],Nadir Needle,30+,"If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active Pokémon is now Paralyzed and Poisoned.",68af83b7c4f780b5153e6d2c
2232,"['G', 'G']",Pierce,110,,68af83b7c4f780b5153e6d2c
2233,['2'],Zzzt,20,,68af83bac4f780b5153e6e25
2234,['G'],Ram,10,,68af83bec4f780b5153e6f5a
2235,['2'],Bug Bite,20,,68af83bec4f780b5153e6f5a
2236,['G'],Whirlwind,60,,68af83b7c4f780b5153e6d4a
2237,['G'],Tackle,20,,68af83bbc4f780b5153e6e61
2238,['G'],Leaf Munch,10+,"If your opponent's Active Pokemon is a G Pokemon, this attack does 30 more damage.",68af83b7c4f780b5153e6d4d
2239,"['W', 'W']",Twin Cannons,140x,Discard up to 2 Basic W Energy cards from your hand. This attack does 140 damage for each card you discarded in this way.,68af83b7c4f780b5153e6d3b
2240,"['W', 'W']",Spinning Attack,50,,68af83bec4f780b5153e6f54
2241,"['W', 'W']",Skull Bash,20,,68af83bec4f780b5153e6f18
2242,['R'],Brave Wing,60+,"if this Pokemon has any damage counters on it, this attack does 100 more damage.",68af83b7c4f780b5153e6d56
2243,"['R', 'R', 'R', 'R']",Explosive Vortex,330,Discard 3 Energy from this Pokemon.,68af83b7c4f780b5153e6d56
2244,['R'],Combustion,20,,68af83b7c4f780b5153e6d65
2245,"['R', 'R', 'R']",Fire Blast,90,Discard an Energy from this Pokemon,68af83b7c4f780b5153e6d65
2246,"['R', 'R']",Steady Firebreathing,30,,68af83b7c4f780b5153e6d5f
2247,"['1', 'G', 'G']",Dangerous Toxwhip,150,Your opponent's Active Pokemon is now Confused and Poisoned.,68af83bec4f780b5153e6f3f
2248,"['1', 'G']",Leech Seed,30,Heal 20 damage from this Pokemon.,68af83bac4f780b5153e6e0a
2249,"['1', 'G', 'G']",Vine Whip,80,,68af83bac4f780b5153e6e0a
2250,"['1', 'G']",Leech Seed,20,Heal 20 damage from this Pokemon.,68af83b7c4f780b5153e6d44
2251,"['R', 'R']",Burning Darkness,180+,This attack does 30 more damage for each Prize card your opponent has taken.,68af83e8c4f780b5153e700e
2252,['2'],Blustery Winds,120,You may discard a Stadium card in play.,68af83e8c4f780b5153e7017
2253,"['1', 'M', 'M']",Wild Drift,170,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (After applying Weakness and Resistance).",68af83e8c4f780b5153e701a
2254,"['R', 'R']",Burning Darkness,180+,This attack does 30 more damage for each Prize card your opponent has taken.,68af83e8c4f780b5153e701d
2255,['W'],[W][W] Scalding Block,160,Discard an Energy from this Pokemon. The Defending Pokemon can’t attack during your opponent’s next turn.,68af83e8c4f780b5153e7020
2256,['2'],Blustery Winds,120,You may discard a Stadium card in play.,68af83e8c4f780b5153e702f
2257,"['1', 'M', 'M']",Wild Drift,170,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (After applying Weakness and Resistance).",68af83e8c4f780b5153e7032
2258,"['R', 'R']",Burning Darkness,180+,This attack does 30 more damage for each Prize card your opponent has taken.,68af83e8c4f780b5153e7035
2259,"['1', 'D', 'D']",Cursed Slug,100+,"If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.",68af83e8c4f780b5153e7038
2260,"['F', 'F']",Poisonous Gem,140,Your opponent's Active Pokémon is now Poisoned.,68af83e8c4f780b5153e703b
2261,['G'],[G][G] Phantom Queen,200,Put 3 damage counters on each of your opponent’s Benched Pokémon that has any damage counters on it.,68af83e8c4f780b5153e703e
2262,['F'],Mountain Hurl,120,Discard the top 2 cards of your deck.,68af83e8c4f780b5153e7041
2263,['F'],[F] Lightning Rampage,150+,"If any of your Benched Pokemon have damage counters on them, this attack does 100 more damage.",68af83e8c4f780b5153e7041
2264,['W'],[W][W] Scalding Block,160,Discard an Energy from this Pokemon. The Defending Pokemon can’t attack during your opponent’s next turn.,68af83e8c4f780b5153e7044
2265,['1'],Tackle,20,,68af83e8c4f780b5153e7047
2266,['2'],Wing Attack,40,,68af83e8c4f780b5153e704a
2267,['1'],Gust,20,,68af83e8c4f780b5153e704d
2268,['M'],Spinning Draw,10,Draw a card.,68af83e8c4f780b5153e7050
2269,['M'],Punishing Scissors,10+,This attack does 50 more damage for each of your opponent's Pokémon in play that has an Ability.,68af83e8c4f780b5153e7053
2270,"['M', 'M']",Cut,70,,68af83e8c4f780b5153e7053
2271,"['1', 'D']",Focus Fang,30,"Flip a coin. If tails, this attack does nothing.",68af83e8c4f780b5153e7056
2272,['F'],Corkscrew Punch,10,,68af83e9c4f780b5153e7059
2273,"['F', 'F']",Confront,30,,68af83e9c4f780b5153e7059
2274,"['2', 'L']",Thunder Edge,100,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,68af83e9c4f780b5153e705f
2275,['W'],Jet Punch,30,This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon).,68af83e9c4f780b5153e7062
2276,['W'],[W] Justice Kick,210,"If this Pokemon didn’t move from the Bench to the Active Spot during this turn, this attack does nothing.",68af83e9c4f780b5153e7062
2277,['R'],Will-o-Wisp,20,,68af83e9c4f780b5153e7065
2278,['G'],Leaf Step,20,,68af83e9c4f780b5153e7068
2279,['1'],Peck,20,,68af83e9c4f780b5153e708f
2280,['2'],Synchronized Feathers,60,"If Flamigo is on your Bench, this attack also does 60 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",68af83e9c4f780b5153e708f
2281,['3'],Perfume Press,70,Your opponent’s Active Pokémon is now Confused.,68af83e9c4f780b5153e7092
2282,['2'],Confounding Cologne,30,Your opponent’s Active Pokémon is now Confused.,68af83e9c4f780b5153e7095
2283,['3'],High-Impact Kick,160,"Flip a coin. If tails, this Pokemon also does 60 damage to itself.",68af83e9c4f780b5153e7095
2284,['1'],Headbutt Bounce,10,,68af83e9c4f780b5153e7098
2285,['2'],Mud Shot,20,,68af83e9c4f780b5153e7098
2286,['2'],Disarming Voice,20,Your opponent’s Active Pokémon is now Confused.,68af83e9c4f780b5153e709b
2287,['1'],Tackle,20,,68af83e9c4f780b5153e709e
2288,['3'],Slip 'n' Roll,210,"During your next turn, this Pokémon can’t use Foolish Rolling.",68af83e9c4f780b5153e70a1
2289,['1'],Gental Slap,10,,68af83e9c4f780b5153e70a4
2290,['1'],Headbang,30,,68af83e9c4f780b5153e70a7
2291,['2'],Crunch,60,Discard an Energy from your opponent’s Active Pokemon.,68af83e9c4f780b5153e70a7
2292,['1'],Knock Away,10+,"Flip a coin. If heads, this attack does 10 more damage.",68af83eac4f780b5153e70aa
2293,['1'],Stompy Stomp,10x,Flip 2 coins. This attack does 10 damage for each heads.,68af83eac4f780b5153e70ad
2294,['2'],Damage Rush,50+,Flip a coin until you get tails. This attack does 30 more damage for each heads.,68af83eac4f780b5153e70b0
2295,['3'],Slap,80,,68af83eac4f780b5153e70b3
2296,['1'],Chop Chop Panic,50x,This attack does 50 damage for each [C] in your opponent’s Active Pokémon’s Retreat Cost.,68af83eac4f780b5153e70b6
2297,['3'],Sharp Fang,140,,68af83eac4f780b5153e70b6
2298,['1'],Rear Kick,30,,68af83eac4f780b5153e70b9
2299,['2'],Hammer In,50,,68af83eac4f780b5153e70b9
2300,['1'],Rear Kick,20,,68af83eac4f780b5153e70bc
2301,['1'],"Fluffy Guard During your opponent's next turn, this Pokemon takes 20 less damage from attacks",after applying Weakness and Resistance,.,68af83eac4f780b5153e70bf
2302,['2'],Flap,20,,68af83eac4f780b5153e70bf
2303,['1'],Jet Headbutt,40,,68af83eac4f780b5153e70c2
2304,['3'],Reckless Charge,150,This Pokémon also does 30 damage to itself.,68af83eac4f780b5153e70c2
2305,['1'],Headbutt Bounce,10,,68af83eac4f780b5153e70c5
2306,['2'],Claw Slash,20,,68af83eac4f780b5153e70c5
2307,['2'],Kick,20,,68af83eac4f780b5153e70c8
2308,['1'],Headbutt,30,,68af83eac4f780b5153e70cb
2309,['2'],Spike Draw,60,Draw 2 cards.,68af83eac4f780b5153e70cb
