,id,tcgPlayerId,setId,setName,name,cardNumber,totalSetNumber,rarity,cardType,hp,stage,retreatCost,artist,tcgPlayerUrl,imageUrl_smaller,imageUrl,needsDetailedScrape,dataCompleteness,lastScrapedAt,createdAt,updatedAt,weakness.type,weakness.value,resistance.type,resistance.value,prices.market,prices.listings,prices.primaryCondition,prices.conditions.Near Mint.price,prices.conditions.Near Mint.listings,prices.conditions.Near Mint.priceString,prices.conditions.Lightly Played.price,prices.conditions.Lightly Played.listings,prices.conditions.Lightly Played.priceString,prices.conditions.Moderately Played.price,prices.conditions.Moderately Played.listings,prices.conditions.Moderately Played.priceString,prices.variants.Holofoil.Near Mint.price,prices.variants.Holofoil.Near Mint.listings,prices.variants.Holofoil.Near Mint.priceString,prices.variants.Holofoil.Lightly Played.price,prices.variants.Holofoil.Lightly Played.listings,prices.variants.Holofoil.Lightly Played.priceString,prices.variants.Holofoil.Moderately Played.price,prices.variants.Holofoil.Moderately Played.listings,prices.variants.Holofoil.Moderately Played.priceString,prices.lastUpdated,prices.priceWasCorrected,prices.conditions.Damaged.price,prices.conditions.Damaged.listings,prices.conditions.Damaged.priceString,prices.variants.Holofoil.Damaged.price,prices.variants.Holofoil.Damaged.listings,prices.variants.Holofoil.Damaged.priceString,prices.conditions.Heavily Played.price,prices.conditions.Heavily Played.listings,prices.conditions.Heavily Played.priceString,prices.variants.Holofoil.Heavily Played.price,prices.variants.Holofoil.Heavily Played.listings,prices.variants.Holofoil.Heavily Played.priceString,prices.variants.Normal.Near Mint.price,prices.variants.Normal.Near Mint.listings,prices.variants.Normal.Near Mint.priceString,prices.variants.Normal.Lightly Played.price,prices.variants.Normal.Lightly Played.listings,prices.variants.Normal.Lightly Played.priceString,prices.variants.Normal.Damaged.price,prices.variants.Normal.Damaged.listings,prices.variants.Normal.Damaged.priceString,prices.variants.Normal.Moderately Played.price,prices.variants.Normal.Moderately Played.listings,prices.variants.Normal.Moderately Played.priceString,prices.variants.Reverse Holofoil.Near Mint.price,prices.variants.Reverse Holofoil.Near Mint.listings,prices.variants.Reverse Holofoil.Near Mint.priceString,prices.variants.Reverse Holofoil.Lightly Played.price,prices.variants.Reverse Holofoil.Lightly Played.listings,prices.variants.Reverse Holofoil.Lightly Played.priceString,prices.variants.Reverse Holofoil.Damaged.price,prices.variants.Reverse Holofoil.Damaged.listings,prices.variants.Reverse Holofoil.Damaged.priceString,prices.variants.Reverse Holofoil.Moderately Played.price,prices.variants.Reverse Holofoil.Moderately Played.listings,prices.variants.Reverse Holofoil.Moderately Played.priceString,prices.variants.Normal.Heavily Played.price,prices.variants.Normal.Heavily Played.listings,prices.variants.Normal.Heavily Played.priceString,prices.variants.Reverse Holofoil.Heavily Played.price,prices.variants.Reverse Holofoil.Heavily Played.listings,prices.variants.Reverse Holofoil.Heavily Played.priceString
2662,68af8403c4f780b5153e74e3,497511,68af47bf190c4823de252773,SV02: Paldea Evolved,Palossand,096/193,193,Uncommon,Psychic,150,Stage 1,4,,https://www.tcgplayer.com/product/497511/pokemon-sv02-paldea-evolved-palossand,https://tcgplayer-cdn.tcgplayer.com/product/497511_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497511_in_600x600.jpg,FALSE,100,2025-11-27T19:41:54.280Z,2025-08-27T22:17:39.914Z,2025-11-27T19:41:54.412Z,Dx,2,F,,0.08,,Near Mint,0.08,967,$0.08,0.05,79,$0.05,0.01,0,$0.01,,,,,,,,,,2025-11-27T19:41:54.280Z,FALSE,,,,,,,,,,,,,0.08,967,$0.08,0.05,79,$0.05,,,,0.01,0,$0.01,0.14,256,$0.14,0.18,30,$0.18,,,,,,,,,,,,
2663,68af8403c4f780b5153e74e6,497510,68af47bf190c4823de252773,SV02: Paldea Evolved,Sandygast - 095/193,095/193,193,Common,Psychic,90,Basic,3,,https://www.tcgplayer.com/product/497510/pokemon-sv02-paldea-evolved-sandygast---095-193,https://tcgplayer-cdn.tcgplayer.com/product/497510_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497510_in_600x600.jpg,FALSE,100,2025-11-27T19:39:46.316Z,2025-08-27T22:17:39.953Z,2025-11-27T19:39:46.452Z,Dx,2,F,,0.05,,Near Mint,0.05,1139,$0.05,0.05,34,$0.05,0.25,0,$0.25,,,,,,,,,,2025-11-27T19:39:46.316Z,FALSE,,,,,,,,,,,,,0.05,1139,$0.05,0.05,34,$0.05,,,,,,,0.1,484,$0.10,0.11,13,$0.11,,,,0.25,0,$0.25,,,,,,
2664,68af8403c4f780b5153e74e9,497509,68af47bf190c4823de252773,SV02: Paldea Evolved,Oranguru,094/193,193,Uncommon,Psychic,120,Basic,2,,https://www.tcgplayer.com/product/497509/pokemon-sv02-paldea-evolved-oranguru,https://tcgplayer-cdn.tcgplayer.com/product/497509_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497509_in_600x600.jpg,FALSE,100,2025-11-27T19:46:16.188Z,2025-08-27T22:17:39.990Z,2025-11-27T19:46:16.333Z,Dx,2,F,,0.05,,Near Mint,0.05,199,$0.05,0.17,19,$0.17,0.08,0,$0.08,,,,,,,,,,2025-11-27T19:46:16.188Z,FALSE,,,,,,,,,,,,,0.05,199,$0.05,0.04,27,$0.04,,,,0.07,1,$0.07,0.1,175,$0.10,0.17,19,$0.17,,,,0.08,0,$0.08,,,,,,
2665,68af8404c4f780b5153e74ec,497508,68af47bf190c4823de252773,SV02: Paldea Evolved,Dedenne ex - 093/193,093/193,193,Double Rare,Psychic,170,Basic,1,,https://www.tcgplayer.com/product/497508/pokemon-sv02-paldea-evolved-dedenne-ex---093-193,https://tcgplayer-cdn.tcgplayer.com/product/497508_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497508_in_600x600.jpg,FALSE,100,2025-11-27T19:41:42.722Z,2025-08-27T22:17:40.025Z,2025-11-27T19:41:42.872Z,Mx,2,None,,0.72,,Near Mint,0.72,1800,$0.72,0.76,166,$0.76,0.98,10,$0.98,0.72,1800,$0.72,0.76,166,$0.76,0.98,10,$0.98,2025-11-27T19:41:42.722Z,FALSE,0.5,4,$0.50,0.5,4,$0.50,1.13,0,$1.13,1.13,0,$1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,68af8404c4f780b5153e74ef,497507,68af47bf190c4823de252773,SV02: Paldea Evolved,Gothitelle,092/193,193,Uncommon,Psychic,150,Stage 2,2,,https://www.tcgplayer.com/product/497507/pokemon-sv02-paldea-evolved-gothitelle,https://tcgplayer-cdn.tcgplayer.com/product/497507_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497507_in_600x600.jpg,FALSE,100,2025-11-27T19:41:58.009Z,2025-08-27T22:17:40.062Z,2025-11-27T19:41:58.155Z,Dx,2,F,,0.09,,Near Mint,0.09,399,$0.09,0.06,52,$0.06,0.03,6,$0.03,,,,,,,,,,2025-11-27T19:41:58.009Z,FALSE,0.1,1,$0.10,,,,,,,,,,0.09,399,$0.09,0.06,52,$0.06,0.1,1,$0.10,0.03,6,$0.03,0.17,239,$0.17,0.17,24,$0.17,,,,0.09,2,$0.09,,,,,,
2667,68af8404c4f780b5153e74f2,497506,68af47bf190c4823de252773,SV02: Paldea Evolved,Gothorita - 091/193,091/193,193,Uncommon,Psychic,90,Stage 1,1,,https://www.tcgplayer.com/product/497506/pokemon-sv02-paldea-evolved-gothorita---091-193,https://tcgplayer-cdn.tcgplayer.com/product/497506_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497506_in_600x600.jpg,FALSE,100,2025-11-27T19:39:50.027Z,2025-08-27T22:17:40.098Z,2025-11-27T19:39:50.121Z,Dx,2,F,,0.14,,Near Mint,0.14,223,$0.14,0.24,20,$0.24,0.25,0,$0.25,,,,,,,,,,2025-11-27T19:39:50.027Z,FALSE,,,,,,,,,,,,,0.07,398,$0.07,0.05,38,$0.05,,,,0.25,0,$0.25,0.14,223,$0.14,0.24,20,$0.24,,,,0.19,5,$0.19,,,,,,
2668,68af8404c4f780b5153e74f5,497505,68af47bf190c4823de252773,SV02: Paldea Evolved,Gothita,090/193,193,Common,Psychic,70,Basic,1,,https://www.tcgplayer.com/product/497505/pokemon-sv02-paldea-evolved-gothita,https://tcgplayer-cdn.tcgplayer.com/product/497505_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497505_in_600x600.jpg,FALSE,100,2025-11-27T19:44:03.189Z,2025-08-27T22:17:40.134Z,2025-11-27T19:44:03.325Z,Dx,2,F,,0.05,,Near Mint,0.05,1613,$0.05,0.11,41,$0.11,0.02,0,$0.02,,,,,,,,,,2025-11-27T19:44:03.189Z,FALSE,,,,,,,,,,,,,0.05,1613,$0.05,0.06,63,$0.06,,,,0.02,0,$0.02,0.09,662,$0.09,0.11,41,$0.11,,,,0.03,0,$0.03,,,,,,
2669,68af8404c4f780b5153e74f8,497504,68af47bf190c4823de252773,SV02: Paldea Evolved,Spiritomb,089/193,193,Rare,Psychic,60,Basic,1,,https://www.tcgplayer.com/product/497504/pokemon-sv02-paldea-evolved-spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/497504_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497504_in_600x600.jpg,FALSE,100,2025-11-27T19:39:53.358Z,2025-08-27T22:17:40.170Z,2025-11-27T19:39:53.501Z,Dx,2,F,,0.1,,Near Mint,0.1,444,$0.10,0.12,20,$0.12,0.26,0,$0.26,0.1,444,$0.10,0.12,20,$0.12,0.23,0,$0.23,2025-11-27T19:39:53.358Z,FALSE,,,,,,,0.49,1,$0.49,0.49,1,$0.49,,,,,,,,,,,,,0.13,192,$0.13,0.22,14,$0.22,,,,0.26,0,$0.26,,,,,,
2670,68af8404c4f780b5153e74fb,497502,68af47bf190c4823de252773,SV02: Paldea Evolved,Mismagius - 088/193,088/193,193,Uncommon,Psychic,90,Stage 1,1,,https://www.tcgplayer.com/product/497502/pokemon-sv02-paldea-evolved-mismagius---088-193,https://tcgplayer-cdn.tcgplayer.com/product/497502_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497502_in_600x600.jpg,FALSE,100,2025-11-27T19:46:19.864Z,2025-08-27T22:17:40.207Z,2025-11-27T19:46:19.995Z,Dx,2,F,,0.09,,Near Mint,0.09,464,$0.09,0.07,3,$0.07,0.16,1,$0.16,,,,,,,,,,2025-11-27T19:46:19.864Z,FALSE,,,,,,,,,,,,,0.09,464,$0.09,0.07,3,$0.07,,,,0.15,1,$0.15,0.1,50,$0.10,0.18,4,$0.18,,,,0.16,1,$0.16,,,,,,
2671,68af8404c4f780b5153e74fe,497501,68af47bf190c4823de252773,SV02: Paldea Evolved,Misdreavus,087/193,193,Common,Psychic,70,Basic,1,,https://www.tcgplayer.com/product/497501/pokemon-sv02-paldea-evolved-misdreavus,https://tcgplayer-cdn.tcgplayer.com/product/497501_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497501_in_600x600.jpg,FALSE,100,2025-11-27T19:44:07.202Z,2025-08-27T22:17:40.245Z,2025-11-27T19:44:07.350Z,Dx,2,F,,0.11,,Near Mint,0.11,277,$0.11,0.14,24,$0.14,0.25,1,$0.25,,,,,,,,,,2025-11-27T19:44:07.202Z,FALSE,,,,,,,0.07,0,$0.07,,,,0.05,1023,$0.05,0.06,42,$0.06,,,,0.25,1,$0.25,0.11,277,$0.11,0.14,24,$0.14,,,,0.13,3,$0.13,,,,0.07,0,$0.07
2672,68af8404c4f780b5153e7501,497500,68af47bf190c4823de252773,SV02: Paldea Evolved,Slowking ex - 086/193,086/193,193,Double Rare,Psychic,270,Stage 1,3,,https://www.tcgplayer.com/product/497500/pokemon-sv02-paldea-evolved-slowking-ex---086-193,https://tcgplayer-cdn.tcgplayer.com/product/497500_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497500_in_600x600.jpg,FALSE,100,2025-11-27T19:42:03.412Z,2025-08-27T22:17:40.282Z,2025-11-27T19:42:03.559Z,Dx,2,F,,0.81,,Near Mint,0.81,3881,$0.81,0.77,315,$0.77,0.58,11,$0.58,0.81,3881,$0.81,0.77,315,$0.77,0.58,11,$0.58,2025-11-27T19:42:03.412Z,FALSE,0.2,1,$0.20,0.2,1,$0.20,0.5,0,$0.50,0.5,0,$0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,68af8404c4f780b5153e7504,497499,68af47bf190c4823de252773,SV02: Paldea Evolved,Slowpoke,085/193,193,Common,Psychic,80,Basic,3,,https://www.tcgplayer.com/product/497499/pokemon-sv02-paldea-evolved-slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/497499_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497499_in_600x600.jpg,FALSE,100,2025-11-27T19:42:10.071Z,2025-08-27T22:17:40.318Z,2025-11-27T19:42:10.182Z,Dx,2,F,,0.15,,Near Mint,0.15,82,$0.15,0.18,8,$0.18,0.25,1,$0.25,,,,,,,,,,2025-11-27T19:42:10.071Z,FALSE,,,,,,,,,,,,,0.13,139,$0.13,0.08,8,$0.08,,,,0.13,1,$0.13,0.15,82,$0.15,0.18,8,$0.18,,,,0.25,1,$0.25,,,,,,
2674,68af8404c4f780b5153e7507,497498,68af47bf190c4823de252773,SV02: Paldea Evolved,Wigglytuff,084/193,193,Rare,Psychic,110,Stage 1,2,,https://www.tcgplayer.com/product/497498/pokemon-sv02-paldea-evolved-wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/497498_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497498_in_600x600.jpg,FALSE,100,2025-11-27T19:42:14.181Z,2025-08-27T22:17:40.356Z,2025-11-27T19:42:14.317Z,Mx,2,None,,0.24,,Near Mint,0.24,40,$0.24,0.15,25,$0.15,0.42,1,$0.42,0.13,79,$0.13,0.15,25,$0.15,0.15,2,$0.15,2025-11-27T19:42:14.181Z,FALSE,,,,,,,0.11,0,$0.11,0.11,0,$0.11,,,,,,,,,,,,,0.24,40,$0.24,0.22,4,$0.22,,,,0.42,1,$0.42,,,,,,
2675,68af8404c4f780b5153e750a,497496,68af47bf190c4823de252773,SV02: Paldea Evolved,Jigglypuff,083/193,193,Common,Psychic,70,Basic,1,,https://www.tcgplayer.com/product/497496/pokemon-sv02-paldea-evolved-jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/497496_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497496_in_600x600.jpg,FALSE,100,2025-11-27T19:42:17.758Z,2025-08-27T22:17:40.392Z,2025-11-27T19:42:17.890Z,Mx,2,None,,0.17,,Near Mint,0.17,390,$0.17,0.06,48,$0.06,0.06,1,$0.06,,,,,,,,,,2025-11-27T19:42:17.758Z,FALSE,,,,,,,,,,,,,0.06,1181,$0.06,0.06,48,$0.06,,,,0.25,0,$0.25,0.17,390,$0.17,0.21,69,$0.21,,,,0.06,1,$0.06,,,,,,
2676,68af8404c4f780b5153e750d,497493,68af47bf190c4823de252773,SV02: Paldea Evolved,Kilowattrel,082/193,193,Uncommon,Lightning,120,Stage 1,,,https://www.tcgplayer.com/product/497493/pokemon-sv02-paldea-evolved-kilowattrel,https://tcgplayer-cdn.tcgplayer.com/product/497493_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497493_in_600x600.jpg,FALSE,100,2025-11-27T19:46:23.153Z,2025-08-27T22:17:40.429Z,2025-11-27T19:46:23.280Z,Lx,2,F,,0.13,,Near Mint,0.13,189,$0.13,0.04,27,$0.04,0.03,0,$0.03,,,,,,,,,,2025-11-27T19:46:23.153Z,FALSE,,,,,,,,,,,,,0.04,333,$0.04,0.04,27,$0.04,,,,0.03,0,$0.03,0.13,189,$0.13,0.18,22,$0.18,,,,0.25,1,$0.25,,,,,,
2677,68af8404c4f780b5153e7510,497492,68af47bf190c4823de252773,SV02: Paldea Evolved,Wattrel - 081/193,081/193,193,Common,Lightning,60,Basic,1,,https://www.tcgplayer.com/product/497492/pokemon-sv02-paldea-evolved-wattrel---081-193,https://tcgplayer-cdn.tcgplayer.com/product/497492_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497492_in_600x600.jpg,FALSE,100,2025-11-27T19:39:57.345Z,2025-08-27T22:17:40.468Z,2025-11-27T19:39:57.483Z,Lx,2,F,,0.06,,Near Mint,0.06,215,$0.06,0.16,20,$0.16,0.03,3,$0.03,,,,,,,,,,2025-11-27T19:39:57.345Z,FALSE,,,,,,,,,,,,,0.06,215,$0.06,0.12,29,$0.12,,,,0.03,3,$0.03,0.14,199,$0.14,0.16,20,$0.16,,,,0.1,0,$0.10,,,,,,
2678,68af8404c4f780b5153e7513,497491,68af47bf190c4823de252773,SV02: Paldea Evolved,Wattrel - 080/193,080/193,193,Common,Lightning,60,Basic,1,,https://www.tcgplayer.com/product/497491/pokemon-sv02-paldea-evolved-wattrel---080-193,https://tcgplayer-cdn.tcgplayer.com/product/497491_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497491_in_600x600.jpg,FALSE,100,2025-11-27T19:44:11.839Z,2025-08-27T22:17:40.504Z,2025-11-27T19:44:11.983Z,Lx,2,F,,0.08,,Near Mint,0.08,1569,$0.08,0.23,66,$0.23,0.2,5,$0.20,,,,,,,,,,2025-11-27T19:44:11.839Z,FALSE,0.01,0,$0.01,,,,,,,,,,0.08,1569,$0.08,0.09,204,$0.09,0.01,0,$0.01,0.2,5,$0.20,0.13,613,$0.13,0.23,66,$0.23,,,,0.39,5,$0.39,,,,,,
2679,68af8404c4f780b5153e7516,497490,68af47bf190c4823de252773,SV02: Paldea Evolved,Bellibolt ex - 079/193,079/193,193,Double Rare,Lightning,280,Stage 1,3,,https://www.tcgplayer.com/product/497490/pokemon-sv02-paldea-evolved-bellibolt-ex---079-193,https://tcgplayer-cdn.tcgplayer.com/product/497490_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497490_in_600x600.jpg,FALSE,100,2025-11-27T19:46:27.114Z,2025-08-27T22:17:40.540Z,2025-11-27T19:46:27.263Z,Fx,2,None,,0.7,,Near Mint,0.7,3526,$0.70,0.7,424,$0.70,0.76,11,$0.76,0.7,3526,$0.70,0.7,424,$0.70,0.76,11,$0.76,2025-11-27T19:46:27.114Z,FALSE,0.5,3,$0.50,0.5,3,$0.50,0.34,0,$0.34,0.34,0,$0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,68af8404c4f780b5153e7519,497489,68af47bf190c4823de252773,SV02: Paldea Evolved,Tadbulb - 078/193,078/193,193,Common,Lightning,60,Basic,1,,https://www.tcgplayer.com/product/497489/pokemon-sv02-paldea-evolved-tadbulb---078-193,https://tcgplayer-cdn.tcgplayer.com/product/497489_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497489_in_600x600.jpg,FALSE,100,2025-11-27T19:40:03.351Z,2025-08-27T22:17:40.576Z,2025-11-27T19:40:03.487Z,Fx,2,None,,0.13,,Near Mint,0.13,165,$0.13,0.16,22,$0.16,0.04,2,$0.04,,,,,,,,,,2025-11-27T19:40:03.351Z,FALSE,,,,,,,0.25,0,$0.25,,,,0.07,169,$0.07,0.07,18,$0.07,,,,0.04,2,$0.04,0.13,165,$0.13,0.16,22,$0.16,,,,,,,0.25,0,$0.25,,,
2681,68af8404c4f780b5153e751c,497488,68af47bf190c4823de252773,SV02: Paldea Evolved,Tadbulb - 077/193,077/193,193,Common,Lightning,50,Basic,1,,https://www.tcgplayer.com/product/497488/pokemon-sv02-paldea-evolved-tadbulb---077-193,https://tcgplayer-cdn.tcgplayer.com/product/497488_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497488_in_600x600.jpg,FALSE,100,2025-11-27T19:44:15.460Z,2025-08-27T22:17:40.612Z,2025-11-27T19:44:15.593Z,Fx,2,None,,0.12,,Near Mint,0.12,193,$0.12,0.07,18,$0.07,0.16,2,$0.16,,,,,,,,,,2025-11-27T19:44:15.460Z,FALSE,,,,,,,,,,,,,0.05,193,$0.05,0.07,18,$0.07,,,,0.01,4,$0.01,0.12,193,$0.12,0.24,20,$0.24,,,,0.16,2,$0.16,,,,,,
2682,68af8404c4f780b5153e751f,497487,68af47bf190c4823de252773,SV02: Paldea Evolved,Pawmot,076/193,193,Rare,Lightning,140,Stage 2,1,,https://www.tcgplayer.com/product/497487/pokemon-sv02-paldea-evolved-pawmot,https://tcgplayer-cdn.tcgplayer.com/product/497487_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497487_in_600x600.jpg,FALSE,100,2025-11-27T19:44:19.583Z,2025-08-27T22:17:40.649Z,2025-11-27T19:44:19.715Z,Fx,2,None,,0.15,,Near Mint,0.15,483,$0.15,0.2,30,$0.20,0.13,2,$0.13,0.1,1980,$0.10,0.13,177,$0.13,0.06,1,$0.06,2025-11-27T19:44:19.583Z,FALSE,,,,,,,0.02,0,$0.02,0.02,0,$0.02,,,,,,,,,,,,,0.15,483,$0.15,0.2,30,$0.20,,,,0.13,2,$0.13,,,,0.09,1,$0.09
2683,68af8404c4f780b5153e7522,497486,68af47bf190c4823de252773,SV02: Paldea Evolved,Pawmo,075/193,193,Uncommon,Lightning,80,Stage 1,1,,https://www.tcgplayer.com/product/497486/pokemon-sv02-paldea-evolved-pawmo,https://tcgplayer-cdn.tcgplayer.com/product/497486_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497486_in_600x600.jpg,FALSE,100,2025-11-27T19:42:22.000Z,2025-08-27T22:17:40.685Z,2025-11-27T19:42:22.128Z,Fx,2,None,,0.07,,Near Mint,0.07,914,$0.07,0.18,33,$0.18,0.02,0,$0.02,,,,,,,,,,2025-11-27T19:42:22.000Z,FALSE,,,,,,,,,,,,,0.07,914,$0.07,0.08,101,$0.08,,,,0.02,0,$0.02,0.16,551,$0.16,0.18,33,$0.18,,,,,,,,,,,,
2684,68af8404c4f780b5153e7525,497485,68af47bf190c4823de252773,SV02: Paldea Evolved,Pawmi,074/193,193,Common,Lightning,50,Basic,1,,https://www.tcgplayer.com/product/497485/pokemon-sv02-paldea-evolved-pawmi,https://tcgplayer-cdn.tcgplayer.com/product/497485_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497485_in_600x600.jpg,FALSE,100,2025-11-27T19:42:26.057Z,2025-08-27T22:17:40.721Z,2025-11-27T19:42:26.184Z,Fx,2,None,,0.08,,Near Mint,0.08,69,$0.08,0.17,1,$0.17,0.25,1,$0.25,,,,,,,,,,2025-11-27T19:42:26.057Z,FALSE,,,,,,,,,,,,,0.08,69,$0.08,0.07,1,$0.07,,,,0.07,0,$0.07,0.15,51,$0.15,0.17,1,$0.17,,,,0.25,1,$0.25,,,,,,
2685,68af8404c4f780b5153e7528,497484,68af47bf190c4823de252773,SV02: Paldea Evolved,Pincurchin - 073/193,073/193,193,Uncommon,Lightning,90,Basic,3,,https://www.tcgplayer.com/product/497484/pokemon-sv02-paldea-evolved-pincurchin---073-193,https://tcgplayer-cdn.tcgplayer.com/product/497484_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497484_in_600x600.jpg,FALSE,100,2025-11-27T19:46:31.233Z,2025-08-27T22:17:40.757Z,2025-11-27T19:46:31.345Z,Fx,2,None,,0.12,,Near Mint,0.12,205,$0.12,0.18,17,$0.18,0.19,2,$0.19,,,,,,,,,,2025-11-27T19:46:31.233Z,FALSE,,,,,,,,,,,,,0.07,239,$0.07,0.05,28,$0.05,,,,,,,0.12,205,$0.12,0.18,17,$0.18,,,,0.19,2,$0.19,,,,,,
2686,68af8404c4f780b5153e752b,497483,68af47bf190c4823de252773,SV02: Paldea Evolved,Pincurchin - 072/193,072/193,193,Common,Lightning,80,Basic,2,,https://www.tcgplayer.com/product/497483/pokemon-sv02-paldea-evolved-pincurchin---072-193,https://tcgplayer-cdn.tcgplayer.com/product/497483_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497483_in_600x600.jpg,FALSE,100,2025-11-27T19:42:29.787Z,2025-08-27T22:17:40.795Z,2025-11-27T19:42:29.915Z,Fx,2,None,,0.14,,Near Mint,0.14,278,$0.14,0.06,42,$0.06,0.04,2,$0.04,,,,,,,,,,2025-11-27T19:42:29.787Z,FALSE,,,,,,,,,,,,,0.06,517,$0.06,0.06,42,$0.06,,,,,,,0.14,278,$0.14,0.18,21,$0.18,,,,0.04,2,$0.04,,,,,,
2687,68af8404c4f780b5153e752e,497482,68af47bf190c4823de252773,SV02: Paldea Evolved,Luxray,071/193,193,Rare,Lightning,150,Stage 2,1,,https://www.tcgplayer.com/product/497482/pokemon-sv02-paldea-evolved-luxray,https://tcgplayer-cdn.tcgplayer.com/product/497482_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497482_in_600x600.jpg,FALSE,100,2025-11-27T19:46:35.203Z,2025-08-27T22:17:40.835Z,2025-11-27T19:46:35.337Z,Fx,2,None,,0.18,,Near Mint,0.18,315,$0.18,0.17,84,$0.17,0.28,2,$0.28,0.16,737,$0.16,0.17,84,$0.17,0.33,9,$0.33,2025-11-27T19:46:35.203Z,FALSE,0.05,0,$0.05,0.05,0,$0.05,0.51,0,$0.51,0.51,0,$0.51,,,,,,,,,,,,,0.18,315,$0.18,0.29,21,$0.29,,,,0.28,2,$0.28,,,,,,
2688,68af8404c4f780b5153e7531,497481,68af47bf190c4823de252773,SV02: Paldea Evolved,Luxio,070/193,193,Uncommon,Lightning,90,Stage 1,1,,https://www.tcgplayer.com/product/497481/pokemon-sv02-paldea-evolved-luxio,https://tcgplayer-cdn.tcgplayer.com/product/497481_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497481_in_600x600.jpg,FALSE,100,2025-11-27T19:46:39.140Z,2025-08-27T22:17:40.871Z,2025-11-27T19:46:39.271Z,Fx,2,None,,0.14,,Near Mint,0.14,204,$0.14,0.09,32,$0.09,0.25,0,$0.25,,,,,,,,,,2025-11-27T19:46:39.140Z,FALSE,,,,,,,,,,,,,0.1,850,$0.10,0.09,32,$0.09,,,,,,,0.14,204,$0.14,0.24,25,$0.24,,,,0.25,0,$0.25,,,,,,
2689,68af8405c4f780b5153e7534,497480,68af47bf190c4823de252773,SV02: Paldea Evolved,Shinx - 069/193,069/193,193,Common,Lightning,70,Basic,1,,https://www.tcgplayer.com/product/497480/pokemon-sv02-paldea-evolved-shinx---069-193,https://tcgplayer-cdn.tcgplayer.com/product/497480_in_200x200.jpg,https://tcgplayer-cdn.tcgplayer.com/product/497480_in_600x600.jpg,FALSE,100,2025-11-27T19:44:23.237Z,2025-08-27T22:17:41.097Z,2025-11-27T19:44:23.369Z,Fx,2,None,,0.12,,Near Mint,0.12,179,$0.12,0.15,26,$0.15,0.14,3,$0.14,,,,,,,,,,2025-11-27T19:44:23.237Z,FALSE,,,,,,,0.07,0,$0.07,,,,0.1,419,$0.10,0.08,22,$0.08,,,,,,,0.12,179,$0.12,0.15,26,$0.15,,,,0.14,3,$0.14,,,,0.07,0,$0.07
